ride_id,user_id,driver_id,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,request_time,pickup_time,dropoff_time,distance_km,duration_min,fare_rwf,status,driver_rating,driver_idle_time,surge_multiplier
R23425,U0027,D0041,-1.920806,30.094375,-1.945949,30.05413,12/12/2024 18:36,12/12/2024 18:40,12/12/2024 18:58,5.27,18,3746,completed,3.8,23,1.8
R63963,U0158,D0057,-1.913655,30.10424,-1.98,30.04868,28/06/2024 16:50,28/06/2024 16:55,28/06/2024 17:25,9.62,30,3386,completed,3.9,19,1
R89638,U0073,D0004,-1.949716,30.060152,-1.916035,30.106729,28/01/2024 13:31,28/01/2024 13:34,28/01/2024 13:54,6.39,20,3626,cancelled,4.4,16,1.5
R11581,U0093,D0041,-1.964227,30.076094,-1.960153,30.054927,29/08/2024 08:01,29/08/2024 08:04,29/08/2024 08:10,2.4,6,1220,cancelled,3.6,1,1
R62163,U0130,D0037,-1.913223,30.096436,-1.960751,30.063602,19/03/2024 09:05,19/03/2024 09:10,19/03/2024 09:34,6.42,24,2426,completed,4.3,12,1
R95175,U0175,D0009,-1.946321,30.065543,-1.970074,30.056379,10/08/2024 18:38,10/08/2024 18:44,10/08/2024 18:55,2.83,11,2024,completed,4.6,3,1.5
R27984,U0180,D0002,-1.967752,30.105368,-1.903472,30.085532,26/03/2024 19:49,26/03/2024 19:55,26/03/2024 20:21,7.48,26,2744,completed,4.7,0,1
R66272,U0070,D0068,-1.971603,30.046226,-1.961767,30.057283,03/07/2024 20:36,03/07/2024 20:43,03/07/2024 20:48,1.65,5,2488,completed,3.7,18,2.5
R25117,U0059,D0066,-1.932261,30.079197,-1.952264,30.092824,17/03/2024 20:02,17/03/2024 20:10,17/03/2024 20:18,2.69,8,1307,completed,4.1,23,1
R20208,U0147,D0048,-1.932227,30.107843,-1.916429,30.098252,24/01/2024 08:56,24/01/2024 09:02,24/01/2024 09:11,2.05,9,1115,completed,4,17,1
R58354,U0052,D0038,-1.964167,30.113881,-1.952108,30.06755,10/04/2024 13:09,10/04/2024 13:17,10/04/2024 13:32,5.32,15,2515,completed,4,26,1.2
R11257,U0086,D0001,-1.964337,30.052477,-1.954189,30.059872,31/01/2024 10:45,31/01/2024 10:48,31/01/2024 10:53,1.4,5,920,completed,4.8,16,1
R58823,U0118,D0011,-1.967913,30.120195,-1.93669,30.11647,01/02/2024 10:15,01/02/2024 10:21,01/02/2024 10:35,3.5,14,1860,completed,4.6,23,1.2
R69343,U0070,D0030,-1.98,30.049322,-1.926256,30.103691,18/08/2024 19:07,18/08/2024 19:14,18/08/2024 19:45,8.5,31,3050,completed,4.2,14,1
R25717,U0024,D0021,-1.95456,30.065705,-1.950627,30.098379,01/07/2024 07:43,01/07/2024 07:49,01/07/2024 08:04,3.66,15,1598,cancelled,3.5,12,1
R82869,U0192,D0071,-1.925607,30.079862,-1.940763,30.107191,23/04/2024 20:25,23/04/2024 20:28,23/04/2024 20:41,3.47,13,1541,completed,4.9,2,1
R18450,U0051,D0057,-1.963519,30.08027,-1.977695,30.037683,24/08/2024 18:27,24/08/2024 18:35,24/08/2024 18:52,4.99,17,1997,completed,4.5,5,1
R34530,U0071,D0036,-1.935446,30.121907,-1.974067,30.071722,29/07/2024 21:03,29/07/2024 21:09,29/07/2024 21:32,7.04,23,3134,completed,3.8,28,1.2
R42656,U0162,D0070,-1.933489,30.084746,-1.957288,30.051755,16/10/2024 18:17,16/10/2024 18:19,16/10/2024 18:33,4.52,14,1856,completed,3.5,25,1
R17679,U0121,D0068,-1.907006,30.097584,-1.974398,30.12051,16/05/2024 07:48,16/05/2024 07:56,16/05/2024 08:21,7.91,25,2873,completed,3.8,18,1
R57026,U0152,D0004,-1.913982,30.09101,-1.972988,30.125808,09/09/2024 11:31,09/09/2024 11:34,09/09/2024 11:57,7.62,23,4179,completed,3.8,16,1.5
R53481,U0158,D0026,-1.966529,30.0817,-1.959491,30.132177,12/01/2024 19:58,12/01/2024 20:01,12/01/2024 20:22,5.66,21,2198,completed,4.9,11,1
R96787,U0102,D0076,-1.938172,30.109183,-1.97048,30.142179,23/11/2024 16:11,23/11/2024 16:21,23/11/2024 16:40,5.13,19,3058,completed,4.7,7,1.5
R32983,U0097,D0040,-1.955157,30.052029,-1.966768,30.076165,17/10/2024 18:20,17/10/2024 18:25,17/10/2024 18:36,2.98,11,1394,completed,4.9,4,1
R20198,U0061,D0045,-1.962821,30.142409,-1.969853,30.10772,20/06/2024 14:13,20/06/2024 14:16,20/06/2024 14:29,3.93,13,1679,completed,4.6,1,1
R65004,U0043,D0053,-1.91038,30.080006,-1.952739,30.05662,22/10/2024 13:10,22/10/2024 13:13,22/10/2024 13:33,5.38,20,2114,completed,3.9,10,1
R23726,U0019,D0044,-1.98,30.0982,-1.950931,30.059649,22/06/2024 21:45,22/06/2024 21:53,22/06/2024 22:14,5.37,21,2111,completed,4.4,13,1
R23272,U0085,D0027,-1.916845,30.113553,-1.95932,30.059244,24/05/2024 07:03,24/05/2024 07:13,24/05/2024 07:41,7.66,28,2798,completed,3.6,0,1
R48607,U0170,D0077,-1.914448,30.077311,-1.917789,30.117633,30/08/2024 15:50,30/08/2024 15:59,30/08/2024 16:14,4.5,15,2775,completed,3.9,20,1.5
R34232,U0095,D0049,-1.915868,30.086213,-1.975559,30.10062,17/05/2024 10:48,17/05/2024 10:51,17/05/2024 11:11,6.83,20,2549,cancelled,4.7,13,1
R87296,U0059,D0071,-1.939906,30.093698,-1.957432,30.05787,31/08/2024 13:30,31/08/2024 13:33,31/08/2024 13:48,4.43,15,3292,cancelled,3.6,18,1.8
R84905,U0174,D0080,-1.962812,30.074185,-1.927815,30.109675,18/04/2024 10:02,18/04/2024 10:05,18/04/2024 10:27,5.54,22,2594,completed,3.8,26,1.2
R87994,U0067,D0041,-1.97679,30.043358,-1.932782,30.096419,22/08/2024 06:50,22/08/2024 07:00,22/08/2024 07:27,7.66,27,2798,completed,4.1,4,1
R86372,U0195,D0013,-1.930527,30.119572,-1.96212,30.124082,29/07/2024 19:31,29/07/2024 19:40,29/07/2024 19:50,3.55,10,1565,completed,4.1,19,1
R62654,U0010,D0051,-1.972211,30.134603,-1.928703,30.072959,21/06/2024 15:19,21/06/2024 15:28,21/06/2024 15:58,8.39,30,5431,completed,3.6,27,1.8
R49384,U0191,D0057,-1.961339,30.13668,-1.961571,30.057067,27/07/2024 22:55,27/07/2024 22:57,27/07/2024 23:26,8.85,29,3155,completed,3.6,22,1
R27779,U0200,D0068,-1.97322,30.124003,-1.942788,30.079922,17/01/2024 17:45,17/01/2024 17:51,17/01/2024 18:10,5.95,19,2742,cancelled,4.3,20,1.2
R99282,U0008,D0031,-1.913495,30.084841,-1.902072,30.08339,28/06/2024 20:57,28/06/2024 21:00,28/06/2024 21:05,1.28,5,884,completed,3.6,27,1
R38091,U0057,D0029,-1.917575,30.110212,-1.949166,30.065474,15/12/2024 08:41,15/12/2024 08:43,15/12/2024 09:02,6.09,19,3490,completed,4.7,9,1.5
R94245,U0071,D0055,-1.958656,30.047491,-1.918166,30.09033,15/11/2024 07:00,15/11/2024 07:07,15/11/2024 07:29,6.55,22,3698,completed,4.4,9,1.5
R73142,U0017,D0044,-1.949216,30.054178,-1.961622,30.141278,01/06/2024 18:48,01/06/2024 18:50,01/06/2024 19:24,9.78,34,5151,completed,4.1,10,1.5
R13336,U0168,D0064,-1.943489,30.058474,-1.951212,30.059328,19/10/2024 16:46,19/10/2024 16:51,19/10/2024 16:56,1,5,1200,cancelled,4.7,29,1.5
R56988,U0130,D0039,-1.98,30.098562,-1.98,30.111138,13/10/2024 11:43,13/10/2024 11:50,13/10/2024 11:56,1.4,6,920,cancelled,4,23,1
R65112,U0085,D0048,-1.958295,30.063619,-1.968471,30.123862,25/10/2024 08:30,25/10/2024 08:35,25/10/2024 08:58,6.79,23,4567,completed,4.1,9,1.8
R29762,U0036,D0026,-1.957205,30.141286,-1.955214,30.057292,02/04/2024 21:21,02/04/2024 21:25,02/04/2024 21:55,9.34,30,3302,completed,3.5,8,1
R32099,U0148,D0021,-1.91393,30.080939,-1.976129,30.043864,01/09/2024 07:34,01/09/2024 07:41,01/09/2024 08:10,8.05,29,2915,completed,4.6,16,1
R98702,U0002,D0032,-1.928007,30.068643,-1.914947,30.086898,03/02/2024 15:18,03/02/2024 15:28,03/02/2024 15:38,2.49,10,1247,cancelled,4.2,21,1
R54922,U0126,D0046,-1.912831,30.116691,-1.976546,30.100655,08/03/2024 07:37,08/03/2024 07:41,08/03/2024 08:03,7.31,22,4847,completed,4.5,1,1.8
R93928,U0066,D0069,-1.928497,30.092767,-1.95127,30.100378,25/01/2024 19:28,25/01/2024 19:31,25/01/2024 19:41,2.67,10,1561,completed,4.6,6,1.2
R92616,U0003,D0039,-1.9604,30.05932,-1.93331,30.109195,23/02/2024 09:18,23/02/2024 09:21,23/02/2024 09:42,6.31,21,3590,cancelled,3.8,8,1.5
R36433,U0092,D0053,-1.95737,30.059942,-1.979677,30.11193,18/06/2024 07:42,18/06/2024 07:45,18/06/2024 08:08,6.29,23,4297,completed,4.2,30,1.8
R77070,U0020,D0013,-1.955692,30.065637,-1.928774,30.067801,30/03/2024 15:23,30/03/2024 15:30,30/03/2024 15:40,3,10,1400,cancelled,3.6,24,1
R11267,U0036,D0022,-1.958688,30.142281,-1.918707,30.093729,09/07/2024 11:07,09/07/2024 11:15,09/07/2024 11:41,6.99,26,2597,cancelled,4.8,22,1
R65278,U0167,D0022,-1.931861,30.107938,-1.962921,30.06955,01/08/2024 21:51,01/08/2024 22:00,01/08/2024 22:17,5.49,17,2147,completed,4.7,19,1
R99714,U0187,D0017,-1.914193,30.080581,-1.937264,30.096186,09/06/2024 20:43,09/06/2024 20:48,09/06/2024 21:02,3.1,14,2574,completed,4.8,16,1.8
R91033,U0025,D0056,-1.927468,30.077821,-1.909842,30.087425,12/10/2024 07:00,12/10/2024 07:04,12/10/2024 07:12,2.23,8,1403,completed,4.8,27,1.2
R74441,U0083,D0031,-1.972194,30.130563,-1.952707,30.056452,30/04/2024 17:51,30/04/2024 18:00,30/04/2024 18:26,8.52,26,3667,cancelled,4.2,3,1.2
R95638,U0005,D0014,-1.965427,30.052786,-1.957785,30.067669,12/11/2024 22:35,12/11/2024 22:44,12/11/2024 22:54,1.86,10,1058,completed,4.7,26,1
R69566,U0085,D0072,-1.926533,30.097813,-1.908759,30.075559,03/12/2024 09:22,03/12/2024 09:28,03/12/2024 09:39,3.17,11,1451,cancelled,4.6,1,1
R74542,U0036,D0053,-1.933226,30.110001,-1.948117,30.056286,22/08/2024 12:45,22/08/2024 12:48,22/08/2024 13:10,6.19,22,2357,completed,4.9,26,1
R26150,U0198,D0058,-1.920701,30.114154,-1.968019,30.118486,25/01/2024 19:53,25/01/2024 20:02,25/01/2024 20:22,5.28,20,5210,completed,4.9,5,2.5
R32760,U0188,D0017,-1.93248,30.116699,-1.96085,30.058102,02/08/2024 13:17,02/08/2024 13:24,02/08/2024 13:51,7.24,27,3206,completed,4.7,4,1.2
R77147,U0077,D0071,-1.962879,30.130214,-1.978013,30.111649,25/06/2024 10:45,25/06/2024 10:49,25/06/2024 10:59,2.66,10,2336,completed,4.5,22,1.8
R56168,U0144,D0062,-1.960917,30.121362,-1.927212,30.106302,30/09/2024 20:27,30/09/2024 20:29,30/09/2024 20:43,4.1,14,1730,completed,4.1,1,1
R36201,U0069,D0021,-1.955657,30.052993,-1.95045,30.053264,04/10/2024 20:28,04/10/2024 20:38,04/10/2024 20:44,1,6,1600,completed,4.5,12,2
R47701,U0178,D0007,-1.959335,30.05661,-1.927038,30.107453,28/01/2024 09:12,28/01/2024 09:21,28/01/2024 09:45,6.69,24,3760,completed,4.6,20,1.5
R87120,U0140,D0078,-1.923293,30.104839,-1.927077,30.094992,29/03/2024 09:24,29/03/2024 09:32,29/03/2024 09:37,1.17,5,851,cancelled,3.7,18,1
R10739,U0085,D0060,-1.975541,30.072162,-1.952186,30.101918,11/11/2024 15:31,11/11/2024 15:41,11/11/2024 15:55,4.2,14,3168,cancelled,4,7,1.8
R78236,U0018,D0065,-1.974311,30.103455,-1.96541,30.069134,05/12/2024 09:18,05/12/2024 09:28,05/12/2024 09:41,3.94,13,2523,completed,4.7,20,1.5
R97679,U0089,D0058,-1.917658,30.077921,-1.932865,30.106655,28/02/2024 18:46,28/02/2024 18:48,28/02/2024 19:03,3.61,15,3958,completed,4.1,25,2.5
R73806,U0012,D0038,-1.919778,30.117171,-1.970322,30.1423,02/10/2024 08:13,02/10/2024 08:18,02/10/2024 08:41,6.28,23,2861,completed,4.8,6,1.2
R67047,U0166,D0010,-1.970652,30.072307,-1.9446,30.079868,08/05/2024 13:58,08/05/2024 14:06,08/05/2024 14:16,3.02,10,2109,completed,4.1,10,1.5
R98250,U0031,D0069,-1.933905,30.08837,-1.971786,30.038161,14/09/2024 20:43,14/09/2024 20:46,14/09/2024 21:08,6.99,22,3116,completed,4.1,26,1.2
R72126,U0041,D0069,-1.921052,30.079748,-1.964409,30.07172,20/11/2024 19:56,20/11/2024 20:03,20/11/2024 20:22,4.9,19,1970,completed,4.3,17,1
R15475,U0002,D0074,-1.929406,30.107152,-1.961125,30.055973,25/06/2024 19:54,25/06/2024 19:58,25/06/2024 20:18,6.69,20,2507,completed,4.4,8,1
R33770,U0172,D0073,-1.94562,30.095795,-1.98,30.108078,20/02/2024 18:31,20/02/2024 18:38,20/02/2024 18:50,4.06,12,2577,completed,3.9,9,1.5
R35362,U0082,D0063,-1.926139,30.116891,-1.963653,30.136049,05/07/2024 19:10,05/07/2024 19:17,05/07/2024 19:31,4.68,14,1904,completed,4.6,20,1
R57118,U0035,D0043,-1.908874,30.086396,-1.928208,30.113741,26/11/2024 14:54,26/11/2024 14:58,26/11/2024 15:13,3.72,15,1616,completed,3.9,28,1
R19882,U0005,D0065,-1.936738,30.091307,-1.972596,30.110587,13/05/2024 21:41,13/05/2024 21:45,13/05/2024 22:00,4.53,15,1859,completed,4.8,18,1
R48141,U0035,D0060,-1.918551,30.095822,-1.937831,30.095822,10/11/2024 22:08,10/11/2024 22:12,10/11/2024 22:18,2.14,6,1713,completed,4.5,30,1.5
R73373,U0092,D0006,-1.929292,30.07123,-1.912256,30.084697,22/09/2024 17:24,22/09/2024 17:33,22/09/2024 17:44,2.41,11,1223,completed,5,10,1
R78337,U0163,D0036,-1.95429,30.052782,-1.965541,30.115845,30/11/2024 08:33,30/11/2024 08:41,30/11/2024 09:08,7.12,27,2636,cancelled,4.3,11,1
R55224,U0125,D0062,-1.929971,30.094223,-1.94335,30.080233,25/11/2024 08:11,25/11/2024 08:18,25/11/2024 08:26,2.15,8,1145,cancelled,4.5,13,1
R24855,U0124,D0062,-1.906547,30.084356,-1.921426,30.105899,06/03/2024 11:08,06/03/2024 11:18,06/03/2024 11:26,2.91,8,2060,completed,3.7,5,1.5
R33597,U0133,D0052,-1.927798,30.106056,-1.964352,30.123141,13/02/2024 18:30,13/02/2024 18:39,13/02/2024 18:52,4.49,13,2216,completed,4.4,25,1.2
R33839,U0160,D0066,-1.951413,30.055483,-1.975744,30.10645,27/04/2024 08:06,27/04/2024 08:11,27/04/2024 08:32,6.28,21,2861,completed,4.5,26,1.2
R22622,U0046,D0061,-1.923956,30.100503,-1.940962,30.088491,03/12/2024 18:34,03/12/2024 18:36,03/12/2024 18:47,2.31,11,2982,completed,4.5,13,2.5
R58546,U0012,D0068,-1.955985,30.062714,-1.920701,30.072608,22/12/2024 19:08,22/12/2024 19:17,22/12/2024 19:33,4.07,16,1721,completed,3.9,28,1
R43791,U0049,D0001,-1.937639,30.087316,-1.97,30.113287,10/06/2024 09:09,10/06/2024 09:15,10/06/2024 09:29,4.61,14,2260,completed,4.1,11,1.2
R99208,U0102,D0027,-1.958459,30.062719,-1.98,30.115879,09/05/2024 17:49,09/05/2024 17:57,09/05/2024 18:20,6.37,23,3616,completed,3.7,7,1.5
R31206,U0026,D0028,-1.907423,30.102814,-1.956176,30.054953,27/01/2024 19:00,27/01/2024 19:03,27/01/2024 19:30,7.59,27,3332,completed,4.9,13,1.2
R44483,U0057,D0048,-1.971408,30.051891,-1.94659,30.097499,26/05/2024 07:49,26/05/2024 07:53,26/05/2024 08:13,5.77,20,2677,completed,3.5,27,1.2
R77915,U0074,D0025,-1.944747,30.090707,-1.917288,30.090577,02/05/2024 11:05,02/05/2024 11:13,02/05/2024 11:23,3.05,10,1698,completed,4.1,6,1.2
R18993,U0024,D0071,-1.94336,30.05757,-1.972587,30.111424,06/11/2024 20:59,06/11/2024 21:01,06/11/2024 21:22,6.81,21,3052,completed,4.3,17,1.2
R48568,U0088,D0015,-1.905982,30.10301,-1.953802,30.061107,12/07/2024 13:48,12/07/2024 13:57,12/07/2024 14:22,7.07,25,3932,completed,4.8,15,1.5
R18854,U0098,D0029,-1.926401,30.07265,-1.96443,30.138213,14/05/2024 07:25,14/05/2024 07:32,14/05/2024 07:57,8.42,25,3026,completed,4.2,11,1
R85197,U0069,D0024,-1.916206,30.105758,-1.912127,30.078246,27/04/2024 08:53,27/04/2024 09:00,27/04/2024 09:09,3.09,9,1427,completed,3.7,2,1
R96956,U0127,D0079,-1.930672,30.092568,-1.98,30.112047,21/10/2024 21:11,21/10/2024 21:21,21/10/2024 21:40,5.9,19,2270,completed,4.6,4,1
R65466,U0123,D0070,-1.947443,30.100766,-1.907586,30.097315,02/03/2024 20:20,02/03/2024 20:22,02/03/2024 20:34,4.45,12,1835,completed,4.1,3,1
R90318,U0067,D0024,-1.98,30.114542,-1.953191,30.055855,12/09/2024 19:44,12/09/2024 19:51,12/09/2024 20:14,7.17,23,3181,completed,3.9,5,1.2
R85483,U0176,D0030,-1.930135,30.115885,-1.949299,30.053137,17/03/2024 06:11,17/03/2024 06:20,17/03/2024 06:42,7.29,22,4030,completed,4.3,23,1.5
R73782,U0077,D0033,-1.98,30.108584,-1.973387,30.113447,10/05/2024 09:28,10/05/2024 09:35,10/05/2024 09:40,1,5,800,cancelled,4.3,29,1
R55107,U0006,D0053,-1.929122,30.12241,-1.919817,30.091214,28/11/2024 15:22,28/11/2024 15:32,28/11/2024 15:45,3.62,13,3172,completed,4.2,2,2
R47555,U0119,D0019,-1.976251,30.106797,-1.966524,30.141513,10/02/2024 08:20,10/02/2024 08:26,10/02/2024 08:41,4.01,15,2554,cancelled,4.5,8,1.5
R57600,U0192,D0076,-1.913376,30.092942,-1.93563,30.123644,04/12/2024 19:44,04/12/2024 19:47,04/12/2024 20:00,4.21,13,2116,cancelled,3.7,2,1.2
R72021,U0141,D0007,-1.937616,30.094936,-1.964337,30.05389,13/02/2024 18:19,13/02/2024 18:24,13/02/2024 18:44,5.44,20,2558,completed,4.4,4,1.2
R32361,U0008,D0005,-1.909172,30.089475,-1.959066,30.141958,07/10/2024 11:37,07/10/2024 11:46,07/10/2024 12:14,8.05,28,4372,completed,4.8,13,1.5
R93824,U0137,D0040,-1.914365,30.094875,-1.90893,30.079853,13/05/2024 07:00,13/05/2024 07:04,13/05/2024 07:10,1.78,6,1241,cancelled,4.3,22,1.2
R72530,U0077,D0002,-1.961448,30.067748,-1.949229,30.055017,14/10/2024 13:10,14/10/2024 13:18,14/10/2024 13:27,1.96,9,1088,completed,3.9,13,1
R77713,U0196,D0079,-1.952625,30.058511,-1.953699,30.055008,05/02/2024 09:07,05/02/2024 09:16,05/02/2024 09:21,1,5,800,completed,4.6,15,1
R12542,U0039,D0007,-1.98,30.108636,-1.941693,30.090443,05/01/2024 08:00,05/01/2024 08:05,05/01/2024 08:20,4.72,15,1916,cancelled,4.7,15,1
R70776,U0179,D0005,-1.959503,30.142226,-1.98,30.04941,06/02/2024 11:12,06/02/2024 11:18,06/02/2024 11:55,10.56,37,3668,completed,3.7,24,1
R60436,U0198,D0057,-1.929813,30.078765,-1.951497,30.097656,16/04/2024 15:59,16/04/2024 16:03,16/04/2024 16:15,3.2,12,1460,completed,4.6,17,1
R43202,U0124,D0039,-1.9138,30.115819,-1.919515,30.083807,20/11/2024 06:10,20/11/2024 06:16,20/11/2024 06:29,3.61,13,1900,cancelled,4.7,0,1.2
R86162,U0177,D0061,-1.932058,30.093432,-1.975477,30.068462,12/11/2024 20:40,12/11/2024 20:42,12/11/2024 21:00,5.57,18,2171,completed,4.6,25,1
R73942,U0060,D0041,-1.975112,30.11402,-1.919913,30.093028,02/07/2024 14:57,02/07/2024 15:06,02/07/2024 15:29,6.57,23,3706,completed,3.9,22,1.5
R84278,U0048,D0070,-1.911282,30.086405,-1.959698,30.141632,10/10/2024 18:09,10/10/2024 18:15,10/10/2024 18:44,8.16,29,3538,completed,4.1,0,1.2
R76316,U0098,D0024,-1.933584,30.082821,-1.911464,30.092533,02/10/2024 12:33,02/10/2024 12:42,02/10/2024 12:53,2.69,11,1307,completed,4.4,10,1
R52208,U0029,D0013,-1.9193,30.105005,-1.98,30.0375,24/02/2024 09:02,24/02/2024 09:10,24/02/2024 09:44,10.09,34,4232,completed,4.4,18,1.2
R58018,U0057,D0078,-1.968117,30.04034,-1.938138,30.093236,10/02/2024 07:23,10/02/2024 07:31,10/02/2024 07:56,6.76,25,4550,completed,3.6,19,1.8
R15328,U0188,D0010,-1.942886,30.067369,-1.98,30.048603,29/09/2024 08:33,29/09/2024 08:38,29/09/2024 08:54,4.62,16,1886,completed,4.3,17,1
R23829,U0197,D0074,-1.911759,30.088833,-1.934334,30.124679,08/10/2024 16:42,08/10/2024 16:52,08/10/2024 17:11,4.71,19,2296,completed,4.9,28,1.2
R52553,U0096,D0053,-1.961265,30.06401,-1.969577,30.139251,10/05/2024 17:28,10/05/2024 17:30,10/05/2024 17:59,8.41,29,3023,completed,4.4,16,1
R49562,U0002,D0039,-1.919308,30.067347,-1.914849,30.113036,21/05/2024 22:35,21/05/2024 22:39,21/05/2024 22:54,5.1,15,2436,completed,4,4,1.2
R86304,U0064,D0030,-1.96153,30.056397,-1.943314,30.063748,15/06/2024 11:31,15/06/2024 11:34,15/06/2024 11:43,2.18,9,1154,completed,3.6,25,1
R20286,U0200,D0008,-1.958923,30.133949,-1.908116,30.083929,26/04/2024 06:40,26/04/2024 06:48,26/04/2024 07:12,7.93,24,3455,completed,3.6,17,1.2
R52838,U0129,D0029,-1.967222,30.082958,-1.937463,30.099045,21/10/2024 13:27,21/10/2024 13:35,21/10/2024 13:46,3.76,11,1628,completed,3.6,18,1
R81847,U0103,D0034,-1.974971,30.049381,-1.963914,30.046158,13/10/2024 17:41,13/10/2024 17:46,13/10/2024 17:51,1.28,5,1768,completed,4.3,7,2
R66369,U0083,D0074,-1.972252,30.043777,-1.937427,30.112132,31/10/2024 15:10,31/10/2024 15:19,31/10/2024 15:48,8.53,29,3671,completed,3.6,26,1.2
R99831,U0096,D0020,-1.971167,30.040889,-1.933064,30.109363,27/05/2024 19:51,27/05/2024 19:57,27/05/2024 20:26,8.71,29,3113,completed,4,23,1
R36712,U0140,D0067,-1.955272,30.061679,-1.98,30.11818,10/01/2024 19:33,10/01/2024 19:39,10/01/2024 20:00,6.85,21,2555,completed,3.8,22,1
R16957,U0120,D0002,-1.972434,30.047608,-1.951394,30.049764,25/02/2024 20:56,25/02/2024 21:04,25/02/2024 21:11,2.35,7,1205,completed,4.3,22,1
R51347,U0125,D0077,-1.98,30.11501,-1.975672,30.051822,12/01/2024 18:19,12/01/2024 18:28,12/01/2024 18:51,7.04,23,2612,completed,3.5,21,1
R91950,U0078,D0031,-1.90701,30.100013,-1.948941,30.064246,16/01/2024 14:14,16/01/2024 14:21,16/01/2024 14:44,6.13,23,3508,completed,3.7,23,1.5
R98866,U0157,D0030,-1.961834,30.061823,-1.928002,30.076686,17/08/2024 12:41,17/08/2024 12:51,17/08/2024 13:06,4.11,15,1733,completed,4.8,9,1
R78656,U0035,D0056,-1.963326,30.07208,-1.967083,30.125178,01/03/2024 20:56,01/03/2024 20:58,01/03/2024 21:20,5.92,22,2731,completed,4.9,9,1.2
R93472,U0190,D0036,-1.976292,30.069956,-1.915801,30.111792,16/05/2024 13:38,16/05/2024 13:43,16/05/2024 14:11,8.18,28,2954,completed,3.6,24,1
R75840,U0155,D0061,-1.909366,30.089863,-1.98,30.100092,17/01/2024 06:59,17/01/2024 07:07,17/01/2024 07:32,7.94,25,5188,completed,5,24,1.8
R33209,U0113,D0079,-1.902132,30.088201,-1.966159,30.139419,07/11/2024 18:46,07/11/2024 18:54,07/11/2024 19:25,9.12,31,6472,completed,4.4,17,2
R15047,U0134,D0014,-1.922768,30.112679,-1.922067,30.100299,21/07/2024 07:35,21/07/2024 07:45,21/07/2024 07:52,1.38,7,914,completed,3.8,14,1
R49918,U0199,D0037,-1.929241,30.12181,-1.98,30.105272,13/03/2024 20:05,13/03/2024 20:15,13/03/2024 20:33,5.94,18,5705,completed,4.4,28,2.5
R27734,U0101,D0053,-1.972601,30.134259,-1.921654,30.126333,20/08/2024 09:44,20/08/2024 09:48,20/08/2024 10:09,5.73,21,2219,completed,3.6,22,1
R57571,U0022,D0068,-1.956207,30.046558,-1.911194,30.090702,28/03/2024 10:10,28/03/2024 10:14,28/03/2024 10:36,7.01,22,4685,completed,3.6,9,1.8
R154907,U0269,D0092,-1.969277,30.069419,-1.96239,30.058579,14/07/2024 20:10,14/07/2024 20:17,14/07/2024 20:23,1.43,6,1672,completed,3.5,13,1.8
R911165,U0223,D0157,-1.965894,30.055713,-1.98,30.037702,06/07/2024 10:18,06/07/2024 10:26,06/07/2024 10:36,2.54,10,1262,completed,3.6,9,1
R460146,U0334,D0142,-1.918963,30.117369,-1.919799,30.104287,23/12/2024 19:34,23/12/2024 19:43,23/12/2024 19:49,1.46,6,1126,completed,3.5,24,1.2
R776804,U0247,D0091,-1.913278,30.079391,-1.956741,30.051173,05/07/2024 16:12,05/07/2024 16:15,05/07/2024 16:36,5.76,21,2228,completed,4,7,1
R525427,U0337,D0145,-1.937131,30.102425,-1.94792,30.055734,09/08/2024 11:34,09/08/2024 11:42,09/08/2024 12:02,5.33,20,2099,completed,4.2,0,1
R368815,U0291,D0115,-1.970994,30.064881,-1.929835,30.103313,15/11/2024 07:24,15/11/2024 07:34,15/11/2024 07:56,6.26,22,2854,completed,4,30,1.2
R595463,U0209,D0152,-1.967426,30.137226,-1.955485,30.069142,04/10/2024 10:42,04/10/2024 10:45,04/10/2024 11:13,7.68,28,4206,completed,4.3,17,1.5
R421035,U0238,D0118,-1.963976,30.059599,-1.914726,30.092074,19/10/2024 18:03,19/10/2024 18:07,19/10/2024 18:29,6.56,22,2468,completed,4.8,23,1
R855117,U0383,D0138,-1.945342,30.052452,-1.962655,30.068942,26/09/2024 10:32,26/09/2024 10:42,26/09/2024 10:53,2.66,11,1298,cancelled,4,8,1
R630895,U0263,D0107,-1.966629,30.142012,-1.961714,30.053154,19/08/2024 07:17,19/08/2024 07:22,19/08/2024 07:52,9.89,30,3467,completed,4.3,4,1
R948318,U0337,D0098,-1.904311,30.086431,-1.93389,30.105324,26/09/2024 21:25,26/09/2024 21:30,26/09/2024 21:46,3.9,16,1670,completed,3.5,25,1
R928926,U0354,D0158,-1.904867,30.075957,-1.972161,30.140786,16/10/2024 19:20,16/10/2024 19:25,16/10/2024 20:01,10.39,36,3617,cancelled,3.8,5,1
R500948,U0216,D0134,-1.961752,30.058791,-1.906299,30.096022,01/08/2024 09:58,01/08/2024 10:08,01/08/2024 10:35,7.43,27,2729,completed,4.1,18,1
R507285,U0277,D0094,-1.92375,30.123301,-1.972117,30.117127,02/09/2024 17:44,02/09/2024 17:54,02/09/2024 18:13,5.42,19,2126,completed,3.6,3,1
R120879,U0310,D0144,-1.969438,30.074525,-1.907329,30.079213,01/12/2024 08:55,01/12/2024 09:04,01/12/2024 09:27,6.93,23,3868,completed,3.9,18,1.5
